# Created by Graham Nelson-Zutter. ©2026 Aestra Inc. except when external source noted. CC BY-NC-ND 4.0
"start","end","text"
"1049170","1049410"," made"
"1049410","1050070"," space"
"1050070","1051070"," to"
"1052450","1052990"," be"
"1052990","1053370"," in"
"1053370","1053570"," this"
"1053570","1054070"," environment."
"1060950","1061290"," Taking"
"1061290","1062330"," a"
"1062330","1062570"," moment"
"1062570","1062790"," for"
"1062790","1063330"," yourself"
"1063330","1063690"," to"
"1063690","1063890"," just"
"1063890","1064330"," be"
"1064330","1064770"," with"
"1064770","1065190"," nature."
"1068700","1069180"," The"
"1069180","1069440"," choice"
"1069440","1069880"," presents"
"1069880","1070360"," itself"
"1070360","1070680"," that"
"1070680","1070920"," you"
"1070920","1071240"," too"
"1072030","1072380"," might"
"1072380","1072660"," take"
"1072660","1072820"," a"
"1072820","1073020"," moment"
"1073020","1073320"," to"
"1073320","1073900"," enjoy"
"1073900","1074440"," yourself"
"1074440","1074780"," even"
"1074780","1075180"," more. "
"1078500","1079160"," And"
"1079160","1079260"," you"
"1079260","1079740"," decide"
"1079740","1080020"," to"
"1080020","1080280"," sit"
"1080280","1080720"," down"
"1080720","1080960"," on"
"1080960","1081120"," the"
"1081120","1081420"," bench"
"1081420","1081840"," seating"
"1081840","1082120"," of"
"1082120","1082520"," this"
"1082520","1083000"," picnic"
"1083000","1083500"," table."
"1085980","1086680"," Noticing"
"1086680","1087320"," that"
"1087320","1087540"," the"
"1087540","1087980"," table"
"1087980","1088320"," and"
"1088320","1088460"," the"
"1088460","1088720"," seating"
"1088720","1089020"," is"
"1089020","1089520"," facing"
"1089520","1089920"," the"
"1089920","1090280"," tree"
"1090280","1090560"," that"
"1090560","1090700"," you"
"1090700","1090840"," are"
"1090840","1091080"," just"
"1091080","1091580"," admiring."
"1096570","1096870"," And"
"1096870","1097010"," it"
"1097010","1097390"," dawns"
"1097390","1097570"," on"
"1097570","1097890"," you"
"1099330","1100270"," that"
"1100270","1100450"," you"
"1100450","1100950"," could"
"1100950","1102170"," draw"
"1102170","1102550"," this"
"1102550","1102950"," tree. "
"1107750","1108060"," And"
"1108060","1108340"," as"
"1108340","1108540"," you"
"1108540","1108860"," begin"
"1108860","1109120"," to"
"1109120","1109280"," look"
"1109280","1109400"," at"
"1109400","1109600"," this"
"1109600","1109940"," tree,"
"1110860","1111800"," you"
"1111800","1112040"," feel"
"1112040","1112640"," inspired"
"1112640","1113000"," to"
"1113000","1113460"," choose"
"1113460","1114360"," crayons"
"1114360","1115060"," from"
"1115060","1115260"," this"
"1115260","1115540"," box"
"1115540","1115740"," of"
"1115740","1116400"," crayons."
"1119640","1120260"," Noticing"
"1120260","1120500"," the"
"1120500","1120740"," different"
"1120740","1121180"," colors"
"1121180","1121380"," of"
"1121380","1121540"," the"
"1121540","1121860"," tree."
"1125350","1125750"," There"
"1125750","1125970"," may"
"1125970","1126130"," have"
"1126130","1126290"," been"
"1126290","1126710"," times"
"1126710","1126870"," in"
"1126870","1127010"," the"
"1127010","1127430"," past"
"1127430","1127790"," where"
"1127790","1128250"," coloring"
"1128250","1128690"," felt"
"1128690","1129370"," difficult"
"1129370","1130970"," or"
"1130970","1131210"," like"
"1131210","1131370"," you"
"1131370","1131530"," had"
"1131530","1131710"," to"
"1131710","1131890"," get"
"1131890","1132050"," it"
"1132050","1132430"," right. "
"1134880","1134980"," And"
"1134980","1135320"," this"
"1135320","1135640"," is"
"1135640","1135940"," not"
"1135940","1136140"," one"
"1136140","1136260"," of"
"1136260","1136460"," these"
"1136460","1136900"," moments."
"1139960","1140720"," Today,"
"1140720","1141480"," drawing"
"1141480","1141740"," is"
"1141740","1142400"," easy."
"1144120","1144380"," And"
"1144380","1144540"," this"
"1144540","1144960"," practice"
"1144960","1145380"," is"
"1145380","1145660"," just"
"1145660","1145880"," for"
"1145880","1146100"," you"
"1146100","1146260"," in"
"1146260","1146440"," this"
"1146440","1146820"," moment. "
"1151320","1151920"," As"
"1151920","1152100"," you"
"1152100","1152700"," notice"
"1152700","1154080"," different"
"1154080","1154420"," parts"
"1154420","1154560"," of"
"1154560","1154720"," the"
"1154720","1155100"," tree,"
"1156480","1156740"," you're"
"1156740","1157080"," able"
"1157080","1157560"," to"
"1157560","1157800"," draw"
"1157800","1158140"," these"
"1158140","1158720"," shapes,"
"1159660","1160060"," textures,"
"1160380","1160520"," and"
"1160520","1160900"," colors"
"1160900","1161140"," with"
"1161140","1161600"," ease"
"1161600","1161780"," on"
"1161780","1161880"," the"
"1161880","1162160"," paper."
"1165800","1166340"," You"
"1166340","1166680"," notice"
"1166680","1167220"," the"
"1167220","1167620"," shape"
"1167620","1167800"," of"
"1167800","1167980"," the"
"1167980","1168340"," tree,"
"1169760","1170680"," how"
"1170680","1171360"," tall"
"1171360","1171700"," and"
"1171700","1171940"," how"
"1171940","1172320"," wide"
"1172320","1172500"," it"
"1172500","1173060"," is."
"1176020","1176560"," Noticing"
"1176560","1177140"," if"
"1177140","1177380"," this"
"1177380","1177880"," tree"
"1177880","1178700"," has"
"1178700","1179360"," leaves"
"1179360","1179840"," or"
"1179840","1180400"," needles. "
"1185220","1185600"," Noticing"
"1185600","1185860"," the"
"1185860","1186320"," shape"
"1186320","1187180"," and"
"1187180","1188000"," the"
"1188000","1188400"," color"
"1188400","1188680"," of"
"1188680","1188820"," the"
"1188820","1189240"," canopy"
"1189240","1189580"," of"
"1189580","1189780"," this"
"1189780","1190140"," tree."
"1195310","1195970"," Drawing"
"1195970","1196450"," all"
"1196450","1196610"," of"
"1196610","1196810"," that"
"1196810","1197050"," in"
"1197050","1197270"," with"
"1197270","1197890"," ease"
"1197890","1198110"," of"
"1198110","1198270"," the"
"1198270","1198650"," colors"
"1198650","1198910"," that"
"1198910","1199150"," feel"
"1199150","1199630"," right."
"1205330","1205570"," Making"
"1205570","1205850"," your"
"1205850","1206270"," way"
"1206270","1206630"," to"
"1206630","1206810"," the"
"1206810","1207350"," branches"
"1207350","1208990"," and"
"1210690","1210910"," the"
"1210910","1211210"," bows"
"1211210","1211390"," of"
"1211390","1211530"," the"
"1211530","1211950"," tree. "
"1214620","1215300"," All"
"1215300","1215520"," the"
"1215520","1215920"," way"
"1215920","1216340"," to"
"1216340","1216520"," the"
"1216520","1216820"," trunk"
"1216820","1217020"," of"
"1217020","1217140"," the"
"1217140","1217380"," tree."
"1223260","1223840"," Noticing"
"1224520","1224900"," the"
"1224900","1225280"," color"
"1225280","1225540"," of"
"1225540","1225700"," the"
"1225700","1226140"," bark."
"1228890","1229150"," Whether"
"1229150","1229810"," it"
"1229810","1230050"," is"
"1230050","1230510"," smooth"
"1230510","1231510"," or"
"1231510","1232010"," bumpy. "
"1234740","1235080"," Maybe"
"1235080","1235260"," it"
"1235260","1235540"," has"
"1235540","1236380"," ridges."
"1239120","1239600"," Noticing"
"1239600","1240160"," that"
"1240160","1240520"," different"
"1240520","1240840"," parts"
"1240840","1240980"," of"
"1240980","1241120"," the"
"1241120","1241440"," bark"
"1241440","1241720"," may"
"1241720","1242100"," have"
"1242100","1242420"," different"
"1242420","1242920"," colors."
"1248230","1248690"," And"
"1248690","1248910"," you"
"1248910","1249250"," draw"
"1249250","1249770"," whatever"
"1249770","1250230"," you"
"1250230","1250550"," want"
"1250550","1250810"," to"
"1250810","1251110"," from"
"1251110","1251350"," this"
"1251350","1251630"," tree"
"1251630","1251890"," as"
"1251890","1252070"," you"
"1252070","1252470"," notice"
"1252470","1252690"," its"
"1252690","1253110"," shapes"
"1253110","1253410"," and"
"1253410","1253810"," colors"
"1253810","1254210"," and"
"1254210","1254650"," movement. "
"1255950","1256710"," There's"
"1256710","1256950"," no"
"1256950","1257410"," right"
"1257410","1257690"," or"
"1257690","1258230"," wrong"
"1258230","1258650"," way."
"1262730","1263170"," As"
"1263170","1263510"," you"
"1263510","1264230"," use"
"1264230","1264530"," these"
"1264530","1264830"," colored"
"1264830","1265630"," crayons,"
"1268300","1268520"," you"
"1268520","1268860"," notice"
"1268860","1269060"," to"
"1269060","1269280"," feel"
"1269280","1269520"," this"
"1269520","1269780"," sense"
"1269780","1269960"," of"
"1269960","1270620"," satisfaction."
"1271780","1272220"," That"
"1272220","1272640"," your"
"1272640","1273380"," perception,"
"1275420","1276100"," your"
"1276100","1276660"," admiration"
"1276660","1276980"," for"
"1276980","1277220"," this"
"1277220","1277580"," tree"
"1277580","1277940"," is"
"1277940","1278440"," being"
"1278440","1280380"," captured"
"1280380","1282320"," in"
"1282320","1282520"," this"
"1282520","1283040"," moment. "
"1284220","1285060"," In"
"1285060","1285300"," your"
"1285300","1285900"," rendition,"
"1288040","1288820"," you're"
"1288820","1289280"," noticing"
"1289280","1290560"," your"
"1292840","1293460"," inspiration"
"1293460","1295600"," of"
"1295600","1295820"," this"
"1295820","1296060"," great"
"1296060","1296480"," tree."
"1299600","1299820"," If"
"1299820","1299940"," you"
"1299940","1300220"," feel"
"1300220","1300480"," like"
"1300480","1300920"," it,"
"1301720","1302360"," you"
"1302360","1302520"," can"
"1302520","1302880"," also"
"1302880","1303600"," use"
"1303600","1303980"," one"
"1303980","1304280"," piece"
"1304280","1304480"," of"
"1304480","1304820"," paper"
"1304820","1305300"," or"
"1305300","1305720"," multiple"
"1305720","1306160"," pieces"
"1306160","1306540"," of"
"1306540","1306940"," paper."
"1309500","1309840"," Taking"
"1309840","1310100"," your"
"1310100","1310640"," time"
"1310640","1310960"," to"
"1310960","1311440"," focus"
"1311440","1311840"," wherever"
"1311840","1312160"," your"
"1312160","1312580"," attention"
"1312580","1313320"," goes. "
"1314820","1315660"," There's"
"1315660","1315860"," no"
"1315860","1316260"," right"
"1316260","1316520"," or"
"1316520","1317040"," wrong"
"1317040","1318420"," here."
"1321870","1322450"," Whatever"
"1322450","1322750"," you"
"1322750","1322990"," feel"
"1322990","1323510"," drawn"
"1323510","1324190"," towards,"
"1324950","1325330"," you"
"1325330","1325530"," can"
"1325530","1325990"," draw"
"1325990","1327370"," on"
"1327370","1327530"," the"
"1327530","1327890"," paper."
"1334020","1334120"," And"
"1334120","1334480"," as"
"1334480","1334660"," your"
"1334660","1335420"," drawing"
"1335420","1335680"," or"
"1335680","1336140"," drawings"
"1336140","1336440"," take"
"1336440","1336880"," shape,"
"1338060","1338820"," you"
"1338820","1339120"," notice"
"1339120","1339380"," how"
"1339380","1339780"," nice"
"1339780","1340000"," they"
"1340000","1340360"," are. "
"1343450","1344210"," Almost"
"1344210","1345150"," like"
"1345150","1346090"," you're"
"1346090","1348150"," respecting"
"1348150","1348590"," this"
"1348590","1348910"," tree."
"1349150","1349250"," You're"
"1349250","1349690"," giving"
"1353160","1353540"," a"
"1353540","1354100"," rendition"
"1354100","1354720"," that"
"1354720","1355240"," captures"
"1355240","1355600"," some"
"1355600","1356040"," essence"
"1356040","1356300"," of"
"1356300","1356500"," how"
"1356500","1356720"," you"
"1356720","1357060"," feel"
"1357060","1357500"," towards"
"1357500","1357760"," this"
"1357760","1358080"," tree."
"1358800","1359300"," The"
"1359300","1360320"," impact"
"1360320","1360540"," that"
"1360540","1360680"," it"
"1360680","1360940"," has"
"1360940","1361160"," on"
"1361160","1361420"," you"
"1361420","1361660"," to"
"1361660","1361920"," be"
"1361920","1362100"," in"
"1362100","1362260"," its"
"1362260","1362780"," presence. "
"1372140","1372300"," Be"
"1372300","1372740"," noticing"
"1372740","1373020"," how"
"1373020","1373360"," nice"
"1373360","1373540"," it"
"1373540","1373780"," is"
"1373780","1374000"," to"
"1374000","1374280"," spend"
"1374280","1374540"," this"
"1374540","1375100"," time"
"1375100","1376860"," allowing"
"1376860","1377300"," yourself"
"1377300","1377500"," to"
"1377500","1377700"," be"
"1377700","1378140"," creative"
"1378140","1379440"," and"
"1383760","1384000"," really"
"1384000","1384960"," appreciating"
"1384960","1385860"," how"
"1385860","1386300"," beautiful"
"1386300","1386640"," this"
"1386640","1386840"," tree"
"1386840","1387220"," is"
"1387220","1387760"," in"
"1387760","1387980"," this"
"1387980","1388320"," setting."
"1392870","1393230"," Feeling"
"1393230","1393750"," good"
"1393750","1393950"," that"
"1393950","1394110"," there"
"1394110","1394250"," are"
"1394250","1394610"," spaces"
"1394610","1394970"," like"
"1394970","1395370"," this."
"1399180","1399600"," It's"
"1399600","1400080"," important"
"1400080","1401880"," to"
"1401880","1402220"," have"
"1402220","1402440"," these"
"1402440","1402900"," spaces"
"1402900","1403360"," where"
"1403360","1403820"," you"
"1403820","1404020"," can"
"1404020","1404220"," be"
"1404220","1404700"," creative"
"1404700","1405220"," and"
"1405220","1405640"," connect"
"1405640","1406100"," with"
"1406100","1406520"," nature. "
"1411060","1411160"," And"
"1411160","1411440"," as"
"1411440","1411600"," you"
"1411600","1411960"," draw"
"1411960","1412860"," and"
"1412860","1413300"," collect"
"1413300","1413860"," all"
"1413860","1413980"," of"
"1413980","1414140"," your"
"1414140","1414740"," impressions,"
"1418330","1418630"," at"
"1418630","1418950"," some"
"1418950","1419350"," point"
"1419350","1419610"," when"
"1419610","1419810"," you're"
"1419810","1420090"," ready,"
"1422230","1422430"," it"
"1422430","1422770"," dawns"
"1422770","1422930"," on"
"1422930","1423250"," you"
"1425970","1427050"," that"
"1427050","1427310"," a"
"1427310","1427550"," really"
"1427550","1427990"," close"
"1427990","1428250"," friend"
"1428250","1428450"," of"
"1428450","1428810"," yours"
"1428810","1429210"," is"
"1429950","1430590"," going"
"1430590","1430750"," to"
"1430750","1430930"," be"
"1430930","1431090"," at"
"1431090","1431250"," a"
"1431250","1431610"," cafe"
"1431610","1432450"," not"
"1432450","1432950"," long"
"1432950","1434230"," or"
"1434230","1434550"," far"
"1434550","1434810"," from"
"1434810","1435190"," here."
"1440060","1440280"," And"
"1440280","1440580"," having"
"1440580","1440840"," had"
"1440840","1441080"," so"
"1441080","1441320"," much"
"1441320","1441880"," fun"
"1442600","1443120"," expressing"
"1443120","1443680"," yourself"
"1443680","1444100"," and"
"1444100","1444320"," being"
"1444320","1444900"," creative,"
"1445500","1446620"," you"
"1446620","1446840"," feel"
"1446840","1447120"," pretty"
"1447120","1447840"," satiated"
"1447840","1448360"," and"
"1448360","1449040"," decide,"
"1449420","1449600"," yeah,"
"1449760","1449880"," it'd"
"1449880","1449980"," be"
"1449980","1450200"," really"
"1450200","1450520"," nice"
"1450520","1450720"," to"
"1450720","1450960"," see"
"1450960","1451220"," this"
"1451220","1451480"," close"
"1451480","1451700"," friend"
"1451700","1451880"," of"
"1451880","1452320"," mine."
"1456420","1456680"," You"
"1456680","1457240"," collect"
"1457240","1458040"," your"
"1458040","1458700"," crayons"
"1458700","1459100"," back"
"1459100","1459240"," in"
"1459240","1459360"," a"
"1459360","1459720"," crayon"
"1459720","1460260"," box"
"1461760","1463020"," and"
"1463020","1463640"," assemble"
"1463640","1464380"," your"
"1464380","1464820"," beautiful"
"1464820","1465420"," drawings"
"1465420","1465640"," of"
"1465640","1465840"," this"
"1465840","1466280"," tree. "
"1471100","1471300"," And"
"1471300","1471440"," you"
"1471440","1471800"," take"
"1471800","1472080"," the"
"1472080","1472560"," paper"
"1472560","1474500"," drawings"
"1474500","1474840"," and"
"1474840","1475300"," crayons"
"1475300","1475440"," and"
"1475440","1475640"," put"
"1475640","1475860"," them"
"1475860","1476240"," in"
"1476240","1477280"," this"
"1477280","1477820"," satchel,"
"1477980","1478140"," this"
"1478140","1478740"," bag"
"1478740","1479820"," that"
"1479820","1479980"," they"
"1479980","1480220"," fit"
"1480220","1480400"," in"
"1480400","1480860"," perfectly."
"1485040","1485360"," And"
"1485360","1485580"," as"
"1485580","1485740"," you"
"1485740","1486040"," collect"
"1486040","1486460"," them,"
"1487320","1487920"," you"
"1487920","1488320"," start"
"1488320","1488560"," to"
"1488560","1488780"," make"
"1488780","1489000"," your"
"1489000","1489620"," way"
"1491320","1492520"," towards"
"1492520","1492900"," the"
"1492900","1493220"," entrance"
"1493220","1493560"," of"
"1493560","1493780"," this"
"1493780","1494100"," meadow"
"1494100","1494300"," or"
"1494300","1494720"," park."
"1499150","1499370"," And"
"1499370","1499650"," before"
"1499650","1499870"," you"
"1499870","1500350"," leave,"
"1500450","1500610"," just"
"1500610","1500930"," taking"
"1500930","1501150"," a"
"1501150","1501430"," moment"
"1501430","1501710"," to"
"1501710","1501870"," look"
"1501870","1502070"," over"
"1502070","1502330"," your"
"1502330","1502710"," shoulder,"
"1506680","1506980"," feeling"
"1506980","1507260"," this"
"1507260","1507560"," sense"
"1507560","1508160"," of"
"1508160","1509660"," enjoyment"
"1509660","1509900"," with"
"1509900","1511340"," this"
"1511340","1511720"," tree"
"1511720","1512120"," and"
"1512120","1512300"," this"
"1512300","1512620"," green"
"1512620","1513160"," space. "
"1515600","1516260"," Almost"
"1516260","1517200"," imagining"
"1517200","1517480"," like"
"1517480","1517640"," the"
"1517640","1518040"," tree"
"1518040","1518520"," is"
"1518520","1518780"," saying"
"1518780","1519080"," goodbye"
"1519080","1519380"," to"
"1519380","1519740"," you."
"1521280","1521800"," Maybe"
"1521800","1522380"," offering"
"1522380","1522960"," you"
"1522960","1523300"," a"
"1523300","1523460"," see"
"1523460","1523620"," you"
"1523620","1523980"," later"
"1530420","1531380"," and"
"1531380","1531780"," feeling"
"1531780","1532080"," the"
"1532080","1532440"," sense"
"1532440","1532740"," of"
"1532740","1533180"," warmth"
"1534560","1535280"," from"
"1535280","1535500"," this"
"1535500","1535940"," connection"
"1535940","1536380"," you've"
"1536380","1536600"," had"
"1536600","1536760"," with"
"1536760","1536900"," the"
"1536900","1537180"," tree."
"1540950","1541350"," Making"
"1541350","1541610"," your"
"1541610","1541850"," way"
"1541850","1542130"," out"
"1542130","1542230"," of"
"1542230","1542410"," the"
"1542410","1542750"," park,"
"1542970","1543390"," strolling"
"1543390","1543970"," towards"
"1543970","1544150"," this"
"1544150","1544670"," park,"
"1545270","1546110"," this"
"1546110","1546570"," cafe. "
"1550640","1551140"," As"
"1551140","1551320"," you"
"1551320","1552060"," arrive,"
"1552920","1553080"," you"
"1553080","1553380"," notice"
"1553380","1553600"," your"
"1553600","1554140"," friend."
"1556290","1556410"," And"
"1556410","1556550"," your"
"1556550","1556870"," friend"
"1556870","1557330"," already"
"1557330","1557950"," knows"
"1557950","1558350"," what"
"1558350","1558890"," drink"
"1558890","1559130"," you"
"1559130","1559530"," like."
"1561840","1562300"," Whether"
"1562300","1562620"," you're"
"1562620","1562820"," a"
"1562820","1563160"," coffee"
"1563160","1563400"," or"
"1563400","1563700"," tea"
"1563700","1564240"," person,"
"1564600","1564920"," they've"
"1564920","1565480"," chosen"
"1565480","1566720"," the"
"1566720","1567060"," drink"
"1567060","1567300"," that"
"1567300","1567460"," you"
"1567460","1567820"," like,"
"1567900","1568060"," that"
"1568060","1568340"," you've"
"1568340","1568640"," told"
"1568640","1569060"," them"
"1569060","1571160"," that"
"1571160","1571340"," you"
"1571340","1571840"," enjoy"
"1571840","1572140"," in"
"1572140","1572260"," the"
"1572260","1572760"," past. "
"1575140","1575400"," And"
"1575400","1575580"," it's"
"1575580","1575780"," such"
"1575780","1575920"," a"
"1575920","1576160"," nice"
"1576160","1576500"," treat"
"1576500","1576780"," to"
"1576780","1576980"," sit"
"1576980","1577240"," down"
"1577240","1577500"," with"
"1577500","1577840"," them,"
"1579180","1579780"," seeing"
"1579780","1580020"," that"
"1580020","1580160"," they"
"1580160","1580740"," remembered"
"1580740","1581040"," what"
"1581040","1581180"," you"
"1581180","1581620"," like."
"1585020","1585240"," You"
"1585240","1585660"," notice"
"1585660","1585940"," the"
"1585940","1586460"," warmth"
"1586460","1586980"," of"
"1586980","1587200"," being"
"1587200","1587540"," close"
"1587540","1587740"," to"
"1587740","1588120"," someone"
"1588120","1588480"," that"
"1588480","1588800"," cares"
"1588800","1589040"," for"
"1589040","1589360"," you,"
"1589560","1589680"," that"
"1589680","1589840"," you"
"1589840","1590080"," care"
"1590080","1590500"," for."
"1593890","1594170"," Maybe"
"1594170","1594410"," you"
"1594410","1594590"," get"
"1594590","1594750"," a"
"1594750","1595030"," nice"
"1595030","1595810"," hug"
"1597310","1598450"," or"
"1598450","1600250"," a"
"1600250","1600450"," little"
"1600450","1601230"," bisou,"
"1601710","1601890"," cheek"
"1601890","1602050"," to"
"1602050","1602410"," cheek. "
"1606860","1606980"," You"
"1606980","1607280"," sit"
"1607280","1607760"," down"
"1607760","1608120"," and"
"1608120","1608700"," you"
"1608700","1608940"," start"
"1608940","1609140"," to"
"1609140","1609400"," catch"
"1609400","1609740"," up."
"1611930","1612530"," Noticing"
"1612530","1613090"," how"
"1613090","1613470"," nice"
"1613470","1613630"," it"
"1613630","1613830"," is"
"1613830","1614010"," to"
"1614010","1614230"," spend"
"1614230","1614410"," this"
"1614410","1614670"," time"
"1614670","1614850"," with"
"1614850","1615030"," this"
"1615030","1615370"," friend."
"1618510","1618870"," Maybe"
"1618870","1619390"," noticing"
"1619390","1619690"," their"
"1619690","1620290"," gestures,"
"1621150","1621830"," how"
"1621830","1622030"," they"
"1622030","1622870"," move,"
"1623710","1624090"," the"
"1624090","1624270"," tone"
"1624270","1624390"," of"
"1624390","1624510"," their"
"1624510","1625170"," voice,"
"1627080","1627600"," their"
"1627600","1627980"," sense"
"1627980","1628160"," of"
"1628160","1628640"," excitement"
"1628640","1628900"," and"
"1628900","1629420"," interest,"
"1630100","1631400"," and"
"1631400","1631860"," how"
"1631860","1632760"," their"
"1632760","1633180"," energy"
"1633180","1633660"," affects"
"1633660","1633980"," you. "
"1638870","1639070"," And"
"1639070","1639210"," your"
"1639210","1639410"," friend"
"1639410","1639930"," asks"
"1639930","1640330"," you,"
"1641270","1641990"," what"
"1641990","1642110"," have"
"1642110","1642210"," you"
"1642210","1642370"," been"
"1642370","1642550"," up"
"1642550","1642710"," to"
"1642710","1643030"," today?"
"1645270","1645610"," How"
"1645610","1645950"," has"
"1645950","1646110"," your"
"1646110","1646310"," day"
"1646310","1646610"," off"
"1646610","1646970"," been?"
"1650170","1650610"," And"
"1650610","1650810"," it"
"1650810","1651090"," dawns"
"1651090","1651250"," on"
"1651250","1651510"," you"
"1651510","1652610"," that"
"1652610","1652810"," you"
"1652810","1652990"," had"
"1652990","1653190"," just"
"1653190","1653610"," recently"
"1653610","1653970"," spent"
"1653970","1654210"," some"
"1654210","1654630"," time"
"1654630","1654790"," in"
"1654790","1654910"," a"
"1654910","1655190"," clean"
"1655190","1655790"," space."
"1658000","1658120"," Did"
"1658120","1658260"," you"
"1658260","1658640"," share"
"1658640","1658920"," this"
"1658920","1659480"," experience"
"1659480","1659760"," with"
"1659760","1659940"," your"
"1659940","1660380"," friend?"
"1663100","1663240"," And"
"1663240","1663560"," part"
"1663560","1663780"," of"
"1663780","1664140"," telling"
"1664140","1664400"," your"
"1664400","1664980"," story"
"1664980","1666020"," includes,"
"1667260","1667500"," oh"
"1667500","1667820"," yeah,"
"1668080","1668280"," the"
"1668280","1668720"," darndest"
"1668720","1669020"," thing"
"1669020","1669440"," happened."
"1670580","1671140"," I"
"1671140","1671280"," was"
"1671280","1671680"," walking"
"1671680","1672420"," in"
"1672420","1672560"," the"
"1672560","1673000"," park,"
"1673620","1674180"," in"
"1674180","1674380"," this"
"1674380","1674700"," meadow"
"1674700","1675200"," area,"
"1675940","1676500"," and"
"1676500","1676640"," I"
"1676640","1676940"," noticed"
"1676940","1677220"," this"
"1677220","1678260"," beautiful"
"1678260","1678700"," tree"
"1678700","1678940"," that"
"1678940","1679260"," really"
"1679260","1679800"," captured"
"1679800","1680240"," my"
"1680240","1680700"," attention. "
"1682260","1682360"," And"
"1682360","1682600"," as"
"1682600","1682780"," I"
"1682780","1683100"," walked"
"1683100","1683540"," closer"
"1683540","1683720"," to"
"1683720","1683900"," the"
"1683900","1684180"," tree,"
"1685760","1686440"," I"
"1686440","1686800"," noticed"
"1686800","1687060"," there"
"1687060","1687400"," was"
"1687400","1687660"," a"
"1687660","1687900"," picnic"
"1687900","1688360"," bench"
"1688360","1689040"," with"
"1689040","1689640"," crayons"
"1689640","1689840"," and"
"1689840","1690040"," art"
"1690040","1690440"," paper,"
"1691300","1692020"," and"
"1692020","1692220"," this"
"1692220","1692480"," sack"
"1692480","1692680"," that"
"1692680","1693080"," I'm"
"1693080","1693560"," carrying"
"1693560","1693900"," right"
"1693900","1694200"," now."
"1696530","1696750"," And"
"1696750","1696890"," your"
"1696890","1697410"," friend"
"1697410","1698470"," looks"
"1698470","1698630"," at"
"1698630","1698950"," you"
"1698950","1699290"," in"
"1700660","1702120"," amazement"
"1702120","1702580"," and"
"1702580","1703180"," pleasure,"
"1705530","1705870"," and"
"1705870","1706250"," you"
"1706250","1706890"," share"
"1706890","1707150"," with"
"1707150","1707490"," them"
"1708230","1708530"," that"
"1708530","1708890"," you"
"1708890","1710070"," decided"
"1710070","1711530"," to"
"1711530","1711770"," take"
"1711770","1711950"," the"
"1711950","1712350"," time"
"1712350","1714170"," to"
"1714170","1714810"," enjoy"
"1716250","1717630"," the"
"1717630","1718450"," crayons,"
"1718930","1719350"," enjoy"
"1719350","1719790"," the"
"1719790","1719950"," art"
"1719950","1720430"," paper,"
"1721110","1721710"," and"
"1721710","1721890"," just"
"1721890","1722190"," having"
"1722190","1722390"," a"
"1722390","1722670"," moment"
"1722670","1722890"," of"
"1722890","1723470"," expression."
"1724730","1724850"," No"
"1724850","1725110"," one"
"1725110","1725810"," was"
"1725810","1726110"," there"
"1726110","1726410"," to"
"1726410","1726870"," evaluate"
"1726870","1727210"," your"
"1727210","1727710"," work"
"1727710","1728090"," or"
"1729570","1730170"," tell"
"1730170","1730310"," you"
"1730310","1730470"," what"
"1730470","1730630"," to"
"1730630","1730830"," do"
"1730830","1730990"," or"
"1730990","1731190"," not"
"1731190","1731450"," do,"
"1731530","1731630"," and"
"1731630","1731770"," you"
"1731770","1732030"," found"
"1732030","1732490"," yourself"
"1732490","1732670"," in"
"1732670","1732850"," this"
"1732850","1733150"," moment"
"1733150","1733510"," of"
"1734410","1735270"," easy"
"1735270","1736090"," inspiration"
"1736090","1736410"," and"
"1736410","1736850"," connection"
"1736850","1737790"," with"
"1737790","1737950"," your"
"1737950","1738450"," creativity,"
"1739190","1740890"," noticing"
"1740890","1741510"," what"
"1741510","1742150"," it"
"1742150","1742470"," felt"
"1742470","1742910"," like"
"1742910","1743430"," to"
"1743430","1743910"," really"
"1743910","1744430"," appreciate"
"1744430","1744910"," and"
"1744910","1745090"," be"
"1745090","1745670"," inspired"
"1745670","1746030"," by"
"1746030","1746270"," the"
"1746270","1746490"," shape"
"1746490","1746650"," of"
"1746650","1746830"," this"
"1746830","1747170"," tree. "
"1751280","1752000"," And"
"1752000","1752280"," your"
"1752280","1752600"," friend"
"1752600","1753100"," asks"
"1753100","1753520"," you,"
"1755520","1755900"," would"
"1755900","1756040"," it"
"1756040","1756180"," be"
"1756180","1756660"," possible"
"1756660","1757040"," to"
"1757040","1757440"," see"
"1757440","1757700"," your"
"1757700","1758260"," drawings?"
"1760170","1760730"," And"
"1760730","1760870"," in"
"1760870","1761110"," this"
"1761110","1761530"," moment,"
"1762230","1762730"," you"
"1762730","1763130"," notice"
"1763130","1763370"," the"
"1763370","1763730"," sense"
"1763730","1763990"," of"
"1763990","1764510"," joy"
"1764510","1764930"," and"
"1764930","1765550"," courage,"
"1766390","1767850"," and"
"1767850","1768070"," with"
"1768070","1768550"," excitement,"
"1768790","1768890"," you"
"1768890","1769150"," open"
"1769150","1769390"," up"
"1769390","1769530"," your"
"1769530","1769990"," bag"
"1769990","1770190"," and"
"1770190","1770430"," bring"
"1770430","1770630"," out"
"1770630","1770790"," your"
"1770790","1771210"," beautiful"
"1771210","1771850"," drawings,"
"1774880","1775280"," showing"
"1775280","1775520"," them"
"1775520","1775700"," to"
"1775700","1775900"," your"
